0.04,-0.24,0.97,0
0.04,-0.22,0.97,0
0.04,-0.23,0.97,0
0.04,-0.21,0.97,0
0.04,-0.20,0.97,0
0.04,-0.19,0.97,0
0.05,-0.21,0.97,0
0.05,-0.21,0.97,0
0.04,-0.21,0.97,0
0.04,-0.23,0.97,0
0.04,-0.24,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.22,0.97,0
0.04,-0.22,0.97,0
0.04,-0.21,0.97,0
0.04,-0.21,0.97,0
0.04,-0.21,0.97,0
0.04,-0.21,0.97,0
0.04,-0.22,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.22,0.97,0
0.04,-0.22,0.97,0
0.04,-0.22,0.97,0
0.04,-0.22,0.97,0
0.04,-0.22,0.97,0
0.04,-0.22,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.24,0.97,0
0.04,-0.24,0.96,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.24,0.96,0
0.04,-0.24,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.05,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.05,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.96,0
0.04,-0.23,0.97,0
0.04,-0.23,0.96,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.96,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.23,0.97,0
0.04,-0.24,0.96,0
0.04,-0.24,0.97,0
